2,4882281
2,4855297
2,4887204
2,4753872
2,4812029
2,4741346
2,4780546
2,4774853
2,4805390
2,4850908
2,4678774
2,4748179
2,4726458
2,4738289
2,4723513
2,4779545
2,4725153
2,4773697
2,4759020
2,4722742
2,4733999
2,4724950
2,4826268
2,4691940
2,4813573
2,4762525
2,4758549
2,4742529
2,4719352
2,4692427
2,4660636
2,4725031
2,4826305
2,4836345
2,4718269
2,4706515
2,4742395
2,4802326
2,4685610
2,4730680
2,4833660
2,4751794
2,4793661
2,4734636
2,4800459
2,4749235
2,4763473
2,4697039
2,4862360
2,4725817
2,4712779
2,4783712
2,4719490
2,4673486
2,4679739
2,4701029
2,4807702
2,4718779
2,4715919
2,4753451
2,4696893
2,4764572
2,4717864
2,4713189
2,4704195
2,4676890
2,4703933
2,4832998
2,4724031
2,4837657
2,4794693
2,4816303
2,4754045
2,4780337
2,4693027
2,4703121
2,4745876
2,4678129
2,4883292
2,4734919
2,4711187
2,4684171
2,4791889
2,4720842
2,4749799
2,4720903
2,4768308
2,4837989
2,4764709
2,4767928
2,4809268
2,4817354
2,4664532
2,4716766
2,4691846
2,4713122
2,4723105
2,4747923
2,4753346
2,4775379
2,4679960
2,4826217
2,4751876
2,4705233
2,4774879
2,4766300
2,4715248
2,4711563
2,4688545
2,4683763
2,4776237
2,4680692
2,4769020
2,4688903
2,4745724
2,5703344
2,8205923
2,7581459
2,6724668
2,7050945
2,6043152
2,6243483
2,6070789
2,6128021
2,5620316
2,5970190
2,6247269
2,6355179
2,7383474
2,5131568
2,5937089
2,5920717
2,4950661
2,5723268
2,6523068
2,6240135
2,5514568
2,5031758
2,5772546
2,6028774
2,5872302
2,5960859
2,5905308
2,5852257
2,5870385
2,5540854
2,5867795
2,5349144
2,4805280
2,5016097
2,5222312
2,5581017
2,5000737
2,4689826
2,4789211
2,4793862
2,4777373
2,4959394
2,4745765
2,4791245
2,4767065
2,4944707
2,4828776
2,4778868
2,4740478
2,4791395
2,4828564
2,4748054
2,4828718
2,4938624
2,5673679
2,6751776
2,5153750
2,5138910
2,5129727
2,5276261
2,5134948
2,5051851
2,5000987
2,4943567
2,5106448
2,4945876
2,5263422
2,5650732
2,5652450
2,5175822
2,5157851
2,4912766
2,4941334
2,4995917
2,5002301
2,4935975
2,4873790
2,4949319
2,4900610
2,5075793
2,4971818
2,4989540
2,4899130
2,4981150
2,4935738
2,4875299
2,4978499
2,5096998
2,4970442
2,4975681
2,5606672
2,5092261
2,4701318
2,4682037
2,4705614
2,4861868
2,4620918
2,4776743
2,4706977
2,4671618
2,4631485
2,5356946
2,4750849
2,4749439
2,5058482
2,4654200
2,4710917
2,4665942
2,4743033
2,4706096
2,4718973
2,4800790
2,4800437
2,4713984
2,4742130
2,4738404
2,5027658
2,5028056
2,4811325
2,5081771
2,4728600
2,4779489
2,4703881
2,4694057
2,4676997
2,4677132
2,4708000
2,4856151
2,4684845
2,4872439
2,4751315
2,4709901
2,4729619
2,4798281
